Rank;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
4795;GBA;2005;Action;THQ;0.29;0.11;0;0.01;0.4
4796;GB;1997;Role-Playing;Imagineer;0;0;0.4;0;0.4
4797;PS2;2007;Action;Take-Two Interactive;0.19;0.15;0;0.05;0.39
4798;PS2;2002;Misc;Midway Games;0.2;0.15;0;0.05;0.4
4799;DS;N/A;Puzzle;Unknown;0.32;0.02;0;0.03;0.36
4800;Wii;2012;Action;Activision;0.38;0;0;0.03;0.4
4801;Wii;2009;Misc;Namco Bandai Games;0;0;0.4;0;0.4
4802;X360;2015;Adventure;Square Enix;0.17;0.19;0;0.03;0.4
4803;PS3;2010;Action;Sega;0.14;0.19;0;0.07;0.4
4804;PS2;2005;Role-Playing;Midway Games;0.2;0.15;0;0.05;0.4
4805;GC;2003;Sports;Electronic Arts;0.31;0.08;0;0.01;0.4
4806;DS;2005;Strategy;Nintendo;0.3;0.03;0.04;0.03;0.4
4807;DS;2009;Action;Konami Digital Entertainment;0.27;0.01;0.09;0.03;0.4
4808;PSV;2013;Action;Tecmo Koei;0.05;0.05;0.25;0.03;0.38
4809;GC;2004;Action;THQ;0.31;0.08;0;0.01;0.4
4810;PS2;2008;Action;Disney Interactive Studios;0.2;0.15;0;0.05;0.4
4811;GBA;2001;Action;THQ;0.29;0.11;0;0.01;0.4
4812;PS;2000;Adventure;Sony Computer Entertainment;0;0;0.37;0.03;0.4
4813;GC;2005;Strategy;Nintendo;0.25;0.07;0.07;0.01;0.4
4814;PS;1999;Sports;989 Studios;0.22;0.15;0;0.03;0.4
4815;Wii;2009;Action;THQ;0.38;0.01;0;0;0.4
4816;PS3;2013;Misc;Ubisoft;0.17;0.15;0;0.07;0.39
4817;PS;1997;Misc;Takara Tomy;0;0;0.31;0.02;0.33
4818;XOne;2014;Sports;Electronic Arts;0.31;0.06;0;0.03;0.4
4819;DS;2008;Sports;Ubisoft;0.36;0;0;0.05;0.39
4820;PS3;2011;Role-Playing;Square Enix;0.17;0.14;0.03;0.06;0.39
4821;PS3;2009;Sports;Activision;0.37;0;0;0.03;0.4
4822;XOne;2016;Sports;Electronic Arts;0.23;0.14;0;0.04;0.4
4823;DS;2009;Action;Sega;0.22;0.14;0;0.04;0.4
4824;PS;1999;Sports;989 Studios;0.22;0.15;0;0.03;0.4
4825;WiiU;2013;Platform;Sega;0.24;0.12;0.01;0.03;0.4
4826;PS3;N/A;Action;Vivendi Games;0.18;0.14;0;0.06;0.39
4827;PSP;2011;Misc;Namco Bandai Games;0;0;0.4;0;0.4
4828;N64;1999;Racing;Nintendo;0.32;0.07;0;0;0.4
4829;N64;1997;Racing;Kemco;0.32;0.07;0;0;0.4
4830;N64;1999;Sports;Acclaim Entertainment;0.37;0.03;0;0;0.4
4831;N64;1997;Fighting;Midway Games;0.32;0.07;0;0;0.4
4832;PS2;2001;Racing;Acclaim Entertainment;0.2;0.15;0;0.05;0.4
4833;PS2;2004;Misc;Atari;0.33;0.01;0;0.05;0.4
4834;PS;1999;Platform;Infogrames;0.22;0.15;0;0.03;0.4
4835;X360;2010;Sports;Electronic Arts;0.27;0.1;0;0.03;0.4
4836;DS;2009;Adventure;Focus Home Interactive;0.06;0.3;0;0.04;0.4
4837;PS2;2007;Racing;Activision;0.2;0.15;0;0.05;0.4
4838;PS2;2003;Platform;Sony Computer Entertainment;0.19;0.15;0;0.05;0.4
4839;X360;2009;Action;LucasArts;0.18;0.17;0;0.04;0.4
4840;PS2;2007;Sports;505 Games;0.2;0.15;0;0.05;0.4
4841;Wii;2009;Sports;Take-Two Interactive;0.36;0;0;0.03;0.39
4842;XB;2005;Racing;THQ;0.32;0.07;0;0.01;0.4
4843;GBA;2004;Action;THQ;0.29;0.11;0;0.01;0.4
4844;X360;2009;Fighting;THQ;0.2;0.16;0;0.04;0.4
4845;GC;2006;Action;Midway Games;0.31;0.08;0;0.01;0.4
4846;PS3;2008;Action;Sega;0.17;0.16;0;0.07;0.4
4847;GC;2004;Simulation;Electronic Arts;0.24;0.14;0;0.02;0.4
4848;PS;1999;Racing;Electronic Arts;0.22;0.15;0;0.03;0.4
4849;GBA;2006;Role-Playing;Nintendo;0;0;0.39;0.01;0.4
4850;PS2;2007;Racing;THQ;0.19;0.15;0.01;0.05;0.39
4851;DS;2007;Puzzle;Eidos Interactive;0.34;0.03;0;0.03;0.4
4852;X360;2010;Sports;Activision;0.32;0.05;0;0.03;0.4
4853;GBA;2003;Action;THQ;0.28;0.1;0;0.01;0.39
4854;WiiU;2014;Sports;Nintendo;0.19;0.14;0.04;0.03;0.4
4855;X360;2007;Action;Eidos Interactive;0.12;0.23;0;0.05;0.4
4856;PS2;2006;Platform;Vivendi Games;0.19;0.15;0;0.05;0.39
4857;SNES;1995;Role-Playing;ChunSoft;0;0;0.4;0;0.4
4858;X360;2010;Role-Playing;Sega;0.23;0.13;0;0.04;0.4
4859;PS3;2008;Action;Sega;0.14;0.18;0;0.07;0.39
4860;PS3;N/A;Action;Konami Digital Entertainment;0.18;0.15;0;0.06;0.4
4861;GC;2002;Shooter;Activision;0.31;0.08;0;0.01;0.4
4862;XB;2001;Sports;Electronic Arts;0.35;0.03;0;0.02;0.4
4863;PSP;2006;Platform;Sony Computer Entertainment;0.14;0.05;0.16;0.04;0.39
4864;PS3;2012;Simulation;Namco Bandai Games;0.09;0.04;0.24;0.02;0.4
4865;PSV;2012;Racing;Sony Computer Entertainment;0.14;0.19;0;0.06;0.39
4866;PS2;2001;Fighting;Virgin Interactive;0.15;0.11;0.05;0.04;0.35
4867;GBA;N/A;Action;Unknown;0.26;0.1;0;0.01;0.36
4868;PS3;2010;Sports;Electronic Arts;0.22;0.12;0;0.06;0.4
4869;PC;2010;Role-Playing;Electronic Arts;0.01;0.32;0;0.07;0.4
4870;PS2;2004;Strategy;Namco Bandai Games;0;0;0.4;0;0.4
4871;GC;2004;Shooter;Activision;0.31;0.08;0;0.01;0.4
4872;Wii;2010;Misc;Warner Bros. Interactive Entertainment;0.37;0;0;0.02;0.39
4873;DS;2007;Role-Playing;D3Publisher;0.37;0;0;0.05;0.4
4874;PS4;2016;Adventure;Square Enix;0.14;0.15;0.03;0.06;0.37
4875;X360;2006;Action;Eidos Interactive;0.29;0.06;0.01;0.03;0.4
4876;SNES;1995;Role-Playing;Namco Bandai Games;0;0;0.4;0;0.4
4877;XB;2002;Shooter;Sega;0.29;0.08;0;0.01;0.39
4878;PS2;2005;Racing;Jester Interactive;0.33;0.01;0;0.05;0.4
4879;PS2;2004;Fighting;Konami Digital Entertainment;0.19;0.15;0;0.05;0.39
4880;PS4;2013;Misc;Ubisoft;0.18;0.16;0;0.05;0.39
4881;X360;2012;Shooter;Take-Two Interactive;0.24;0.12;0;0.03;0.39
4882;XB;2005;Action;Activision;0.26;0.11;0;0.02;0.39
4883;PS3;2013;Racing;Codemasters;0.07;0.23;0.01;0.09;0.39
4884;PS2;2007;Action;Warner Bros. Interactive Entertainment;0.19;0.15;0;0.05;0.38
4885;PSP;2009;Action;THQ;0.39;0;0;0;0.39
4886;PS3;2015;Action;Activision;0.15;0.18;0;0.06;0.39
4887;N64;1998;Sports;Electronic Arts;0.38;0.01;0;0;0.39
4888;PS;1998;Sports;Take-Two Interactive;0.22;0.15;0;0.03;0.39
4889;X360;2011;Role-Playing;Square Enix;0.21;0.12;0.01;0.03;0.37
4890;DS;2008;Role-Playing;Sega;0.16;0;0.2;0.05;0.38
4891;Wii;2007;Sports;505 Games;0.36;0.01;0;0.03;0.39
4892;DS;2008;Racing;Activision;0.37;0;0;0.05;0.39
4893;PSP;2011;Role-Playing;Level 5;0;0;0.39;0;0.39
4894;PS;2000;Racing;Hasbro Interactive;0.22;0.15;0;0.03;0.39
4895;PS;1997;Fighting;Virgin Interactive;0.19;0.13;0;0.02;0.34
4896;2600;1982;Racing;Mattel Interactive;0.37;0.02;0;0;0.39
4897;PS2;2002;Shooter;Namco Bandai Games;0;0;0.39;0;0.39
4898;DS;2008;Misc;THQ;0.36;0;0;0.05;0.39
4899;PS;1995;Fighting;Tomy Corporation;0;0;0.3;0.02;0.33
4900;PS2;2008;Sports;Electronic Arts;0.32;0.01;0.01;0.05;0.39
4901;PSP;2011;Action;LucasArts;0.14;0.17;0;0.09;0.39
4902;PS3;2009;Sports;Sega;0.09;0.23;0;0.07;0.38
4903;X360;2011;Fighting;Rising Star Games;0.23;0.07;0.01;0.03;0.33
4904;GBA;2002;Role-Playing;Nintendo;0;0;0.39;0;0.39
4905;X360;2011;Shooter;THQ;0.18;0.17;0.01;0.04;0.39
4906;3DS;2011;Sports;Electronic Arts;0.08;0.26;0;0.05;0.39
4907;3DS;2011;Strategy;Ubisoft;0.25;0.06;0.05;0.03;0.39
4908;PS3;2006;Sports;Take-Two Interactive;0.3;0.04;0;0.04;0.38
4909;PSP;2008;Sports;Electronic Arts;0.23;0.07;0.03;0.06;0.39
4910;2600;1981;Action;Activision;0.37;0.02;0;0;0.39
4911;DS;2008;Misc;Activision;0.36;0;0;0.05;0.39
4912;PS3;2015;Sports;Sony Computer Entertainment;0.3;0.01;0;0.07;0.39
4913;PS2;2008;Platform;Take-Two Interactive;0.19;0.15;0;0.05;0.38
4914;DS;2009;Adventure;THQ;0.24;0.11;0;0.04;0.39
4915;GC;2004;Misc;Nintendo;0.3;0.08;0;0.01;0.39
4916;PC;2009;Simulation;Ubisoft;0;0.32;0;0.07;0.39
4917;PS3;2013;Adventure;Konami Digital Entertainment;0.31;0.01;0.03;0.05;0.39
4918;PS;2001;Role-Playing;Enterbrain;0;0;0.37;0.03;0.39
4919;3DS;2012;Role-Playing;Namco Bandai Games;0.18;0.04;0.15;0.02;0.39
4920;PS2;2003;Action;THQ;0.19;0.15;0;0.05;0.38
4921;PS2;2003;Misc;Sony Computer Entertainment;0.19;0.15;0;0.05;0.39
4922;DS;2009;Racing;Electronic Arts;0.22;0.13;0;0.04;0.39
4923;Wii;2011;Adventure;Nintendo;0.19;0.17;0;0.03;0.39
4924;DS;2005;Platform;Nintendo;0.34;0.02;0;0.03;0.39
4925;X360;2010;Sports;Electronic Arts;0.18;0.17;0;0.04;0.39
4926;PS2;2000;Fighting;Ubisoft;0.16;0.13;0.06;0.04;0.39
4927;Wii;2011;Misc;Namco Bandai Games;0;0;0.39;0;0.39
4928;PC;2005;Strategy;Microsoft Game Studios;0;0.32;0;0.07;0.39
4929;XB;2003;Sports;Electronic Arts;0.29;0.08;0;0.01;0.39
4930;PS2;2001;Sports;Sony Computer Entertainment;0.19;0.15;0;0.05;0.38
4931;GBA;2004;Sports;Electronic Arts;0.28;0.1;0;0.01;0.39
4932;N64;1999;Sports;Acclaim Entertainment;0.36;0.03;0;0;0.39
4933;N64;2000;Fighting;Nintendo;0;0;0.34;0.05;0.39
4934;N64;1998;Racing;Acclaim Entertainment;0.31;0.07;0;0;0.39
4935;N64;1999;Action;3DO;0.31;0.07;0;0;0.39
4936;DS;2006;Platform;Vivendi Games;0.34;0.01;0;0.03;0.38
4937;GC;2005;Adventure;Nintendo;0.23;0.06;0.09;0.01;0.39
4938;WiiU;2012;Misc;Ubisoft;0.22;0.14;0;0.03;0.39
4939;PS;1994;Sports;Sony Computer Entertainment;0.11;0.08;0.17;0.03;0.38
4940;Wii;2008;Misc;Activision;0.36;0;0;0.03;0.39
4941;Wii;2008;Simulation;Ubisoft;0.34;0.02;0;0.03;0.39
4942;PS2;2002;Action;Eidos Interactive;0.19;0.15;0;0.05;0.39
4943;WiiU;2012;Action;Warner Bros. Interactive Entertainment;0.17;0.18;0;0.03;0.38
4944;WiiU;2012;Action;Activision;0.23;0.12;0;0.04;0.39
4945;PS2;2003;Misc;Ubisoft;0.19;0.15;0;0.05;0.39
4946;SNES;1991;Fighting;Human Entertainment;0;0;0.39;0;0.39
4947;PS2;2005;Sports;Activision;0.19;0.15;0;0.05;0.39
4948;PS3;2006;Role-Playing;Activision;0.33;0.02;0;0.04;0.39
4949;PS2;2005;Misc;THQ;0.19;0.15;0;0.05;0.38
4950;PS3;2008;Racing;Capcom;0.07;0.24;0;0.08;0.39
4951;Wii;2007;Adventure;Ubisoft;0.35;0.01;0;0.03;0.39
4952;XB;2005;Shooter;Ubisoft;0.29;0.08;0;0.01;0.39
4953;PS3;2013;Sports;Electronic Arts;0.16;0.15;0;0.07;0.39
4954;PS;1996;Misc;Takara Tomy;0;0;0.27;0.02;0.29
4955;X360;2013;Simulation;Focus Home Interactive;0.22;0.13;0;0.03;0.39
4956;GB;2001;Role-Playing;Banpresto;0;0;0.39;0;0.39
4957;DS;2007;Misc;Ubisoft;0.38;0;0;0.05;0.38
4958;3DS;2011;Sports;Electronic Arts;0.36;0.01;0;0.03;0.39
4959;GBA;2005;Simulation;Electronic Arts;0.28;0.1;0;0.01;0.39
4960;DS;2007;Platform;Vivendi Games;0.32;0.03;0;0.03;0.37
4961;PS3;2013;Action;Sony Computer Entertainment;2.41;2.28;0.28;1.01;5.99
4962;SNES;1994;Sports;Namco Bandai Games;0;0;0.39;0;0.39
4963;PS2;2002;Racing;Capcom;0.19;0.15;0;0.05;0.39
4964;DS;2009;Simulation;Ubisoft;0.24;0.11;0;0.04;0.38
4965;DS;2009;Misc;Avanquest;0.26;0.09;0;0.03;0.39
4966;Wii;2009;Sports;505 Games;0.36;0;0;0.03;0.39
4967;PS2;2007;Sports;Electronic Arts;0.19;0.15;0;0.05;0.39
4968;PS2;2008;Misc;Konami Digital Entertainment;0.19;0.15;0;0.05;0.39
4969;2600;1981;Action;Data Age;0.36;0.02;0;0;0.39
4970;PS;1999;Simulation;Konami Digital Entertainment;0;0;0.36;0.03;0.39
4971;PS2;2001;Simulation;Tecmo Koei;0.11;0.09;0.14;0.03;0.36
4972;X360;2006;Action;Eidos Interactive;0.27;0.08;0.01;0.03;0.39
4973;DS;2009;Action;Activision;0.2;0.15;0;0.04;0.39
4974;Wii;2011;Misc;Nordic Games;0;0.31;0;0.05;0.36
4975;GBA;2003;Sports;Electronic Arts;0.28;0.1;0;0.01;0.39
4976;GBA;2002;Action;Ubisoft;0.27;0.1;0;0.01;0.38
4977;PS4;2015;Action;Deep Silver;0.13;0.17;0.03;0.06;0.38
4978;PS2;2007;Racing;THQ;0.32;0.01;0;0.05;0.38
4979;3DS;2013;Action;Namco Bandai Games;0.05;0.04;0.28;0.01;0.38
4980;XB;2004;Sports;Sega;0.29;0.08;0;0.01;0.38
4981;PS;1996;Sports;Electronic Arts Victor;0.21;0.15;0;0.03;0.38
4982;PS2;2008;Sports;Sega;0.1;0;0;0.28;0.38
4983;SNES;1991;Sports;Nintendo;0;0;0.38;0;0.38
4984;PS2;2003;Role-Playing;Ghostlight;0.07;0.05;0.25;0.02;0.38
4985;GB;1998;Platform;Nintendo;0;0;0.38;0;0.38
4986;PS;1997;Racing;GT Interactive;0.21;0.15;0;0.03;0.38
4987;PSV;2013;Role-Playing;Nippon Ichi Software;0.08;0.05;0.14;0.04;0.31
4988;PS;1998;Racing;Human Entertainment;0;0;0.36;0.03;0.38
4989;3DS;2011;Platform;Ubisoft;0.11;0.23;0;0.04;0.38
4990;PS2;2002;Action;Sega;0.19;0.15;0;0.05;0.38
4991;WiiU;2012;Action;Warner Bros. Interactive Entertainment;0.26;0.09;0;0.03;0.38
4992;Wii;2008;Sports;Activision;0.36;0;0;0.03;0.38
4993;Wii;2008;Simulation;Rising Star Games;0.25;0.04;0;0.03;0.31
4994;PS2;2007;Strategy;Namco Bandai Games;0;0;0.38;0;0.38
4995;XOne;2015;Action;Warner Bros. Interactive Entertainment;0.21;0.13;0;0.03;0.37
4996;PS3;2008;Misc;Disney Interactive Studios;0.27;0.07;0;0.04;0.38
4997;DS;2008;Sports;Pinnacle;0;0.1;0;0;0.1
4998;PSV;2015;Role-Playing;Namco Bandai Games;0;0.01;0.37;0;0.38
4999;PS3;2010;Sports;Black Bean Games;0.15;0.17;0;0.07;0.38
5000;GBA;2005;Platform;Jack of All Games;0.27;0.1;0;0.01;0.38
5001;PSP;2009;Fighting;Namco Bandai Games;0.13;0.04;0.19;0.03;0.38
5002;PS;1999;Action;Sony Computer Entertainment;0.21;0.14;0;0.02;0.38
5003;GC;2002;Shooter;Acclaim Entertainment;0.3;0.08;0;0.01;0.38
5004;X360;2015;Shooter;Activision;0.22;0.12;0;0.03;0.38
5005;DS;2007;Simulation;Atari;0.07;0;0.31;0.05;0.38
5006;PS2;2002;Strategy;Namco Bandai Games;0;0;0.38;0;0.38
5007;PS4;2014;Misc;Ubisoft;0.19;0.13;0;0.06;0.38
5008;Wii;2009;Sports;Sega;0.13;0.21;0;0.04;0.38
5009;PS2;2008;Action;Sega;0.32;0.01;0;0.05;0.38
5010;PS3;2007;Sports;Electronic Arts;0.29;0.05;0;0.04;0.38
5011;SAT;1995;Role-Playing;Atlus;0;0;0.38;0;0.38
5012;DS;2008;Simulation;Ubisoft;0.35;0;0;0.05;0.38
5013;PS3;2007;Sports;Electronic Arts;0.35;0;0;0.03;0.38
5014;GC;2005;Fighting;Electronic Arts;0.3;0.08;0;0.01;0.38
5015;PS3;2014;Sports;Electronic Arts;0.21;0.11;0;0.06;0.38
5016;PS;2000;Racing;Sony Computer Entertainment;0.21;0.14;0;0.02;0.38
5017;XOne;2016;Racing;Microsoft Game Studios;0.15;0.2;0;0.03;0.38
5018;Wii;2009;Action;Codemasters;0.12;0.22;0;0.04;0.38
5019;PS;1998;Action;Eidos Interactive;0.21;0.14;0;0.02;0.38
5020;PS;2000;Strategy;Namco Bandai Games;0;0;0.36;0.02;0.38
5021;PC;2011;Action;THQ;0.16;0.16;0;0.06;0.38
5022;PS2;2004;Racing;Empire Interactive;0.19;0.15;0;0.05;0.38
5023;3DS;2013;Adventure;Capcom;0;0;0.38;0.05;0.38
5024;GC;2003;Sports;Electronic Arts;0.29;0.08;0;0.01;0.38
5025;PS2;2010;Sports;Electronic Arts;0.19;0.15;0;0.05;0.38
5026;PS4;2015;Role-Playing;Namco Bandai Games;0.16;0.15;0.02;0.06;0.38
5027;GBA;2004;Action;Disney Interactive Studios;0.27;0.1;0;0.01;0.38
5028;3DS;2012;Action;Konami Digital Entertainment;0.15;0.11;0.1;0.02;0.38
5029;PS2;2003;Strategy;Atari;0.19;0.15;0;0.05;0.38
5030;DS;2006;Misc;Nintendo;0.31;0.03;0;0.03;0.38
5031;Wii;2007;Sports;Take-Two Interactive;0.34;0;0;0.03;0.37
5032;PS;1996;Action;Namco Bandai Games;0;0;0.36;0.02;0.38
5033;PS2;2002;Role-Playing;Enix Corporation;0.07;0.05;0.25;0.02;0.38
5034;PS2;2000;Shooter;Konami Digital Entertainment;0.19;0.15;0;0.05;0.38
5035;SNES;1994;Role-Playing;Square Enix;0;0;0.32;0;0.32
5036;PSP;2010;Action;Sega;0.18;0.12;0;0.07;0.38
5037;PC;2014;Strategy;Take-Two Interactive;0.11;0.22;0;0.03;0.37
5038;PS3;2011;Shooter;Sega;0.15;0.17;0;0.06;0.38
5039;PS2;2008;Shooter;Electronic Arts;0.21;0;0;0.17;0.38
5040;Wii;2011;Sports;Activision;0.34;0.02;0;0.02;0.38
5041;PS3;2010;Fighting;Electronic Arts;0.16;0.15;0.01;0.06;0.38
5042;PSP;N/A;Action;Sega;0.11;0.16;0;0.1;0.38
5043;Wii;2009;Racing;Codemasters;0.11;0.23;0;0.04;0.38
5044;SAT;1996;Simulation;Konami Digital Entertainment;0;0;0.38;0;0.38
5045;PS2;2004;Misc;Sony Computer Entertainment;0.18;0.14;0;0.05;0.38
5046;DS;2009;Misc;Activision;0.13;0.2;0;0.04;0.38
5047;XB;2002;Action;Interplay;0.28;0.08;0;0.01;0.38
5048;PS2;2010;Fighting;THQ;0.24;0.07;0;0.07;0.38
5049;PS;1998;Racing;GT Interactive;0.21;0.14;0;0.02;0.38
5050;SNES;1995;Strategy;Banpresto;0;0;0.38;0;0.38
5051;PSP;2007;Sports;Electronic Arts;0.14;0.15;0;0.09;0.38
5052;GC;2003;Adventure;Nintendo;0.24;0.06;0.07;0.01;0.38
5053;PSP;2011;Misc;Namco Bandai Games;0;0;0.38;0;0.38
5054;3DS;2012;Role-Playing;Atlus;0.12;0.05;0.2;0.01;0.38
5055;PS;1994;Shooter;Sony Computer Entertainment;0.08;0.06;0.21;0.02;0.37
5056;PS;1999;Sports;989 Studios;0.21;0.14;0;0.02;0.38
5057;X360;2009;Shooter;Warner Bros. Interactive Entertainment;0.17;0.15;0;0.04;0.37
5058;PS3;2016;Sports;Electronic Arts;0.02;0.29;0.01;0.05;0.38
5059;Wii;2009;Fighting;THQ;0.31;0.03;0;0.03;0.38
5060;DS;2008;Adventure;Ubisoft;0.35;0;0;0.05;0.37
5061;PS2;2008;Action;Activision;0.12;0;0;0.26;0.38
5062;Wii;2010;Simulation;Activision;0.32;0.03;0;0.03;0.38
5063;2600;N/A;Puzzle;Atari;0.35;0.02;0;0;0.38
5064;DS;2008;Simulation;Ubisoft;0.35;0;0;0.05;0.37
5065;Wii;2010;Misc;MTV Games;0.22;0.12;0;0.03;0.38
5066;2600;1982;Action;Atari;0.35;0.02;0;0;0.38
5067;DS;2010;Racing;Activision;0.35;0;0;0.05;0.38
5068;PS2;2006;Action;Tecmo Koei;0.11;0.09;0.12;0.03;0.34
5069;PS;1998;Adventure;Sony Computer Entertainment;0;0;0.35;0.02;0.37
5070;XB;2005;Simulation;Konami Digital Entertainment;0.28;0.08;0;0.01;0.38
5071;PS3;2014;Fighting;Namco Bandai Games;0;0;0.38;0;0.38
5072;DS;2009;Simulation;THQ;0.35;0;0;0.05;0.37
5073;PC;2010;Racing;Electronic Arts;0.12;0.2;0;0.06;0.38
5074;PS2;2005;Action;Vivendi Games;0.18;0.14;0;0.05;0.36
5075;3DS;2011;Sports;Konami Digital Entertainment;0.11;0.13;0.11;0.02;0.38
5076;3DS;2011;Role-Playing;Ghostlight;0.28;0.01;0.06;0.02;0.38
5077;DS;2009;Role-Playing;Namco Bandai Games;0.13;0.02;0.21;0.01;0.38
5078;GC;2002;Platform;THQ;0.29;0.07;0;0.01;0.37
5079;PS3;2014;Shooter;Sega;0.12;0.19;0;0.07;0.37
5080;PSP;2011;Role-Playing;Sega;0;0;0.37;0;0.37
5081;GC;2004;Action;Electronic Arts;0.29;0.08;0;0.01;0.38
5082;X360;2005;Shooter;Activision;0.32;0.03;0;0.03;0.38
5083;WiiU;2012;Sports;Ubisoft;0.21;0.12;0;0.04;0.37
5084;2600;1986;Shooter;Atari;0.35;0.02;0;0;0.37
5085;PS2;2006;Simulation;Ubisoft;0.18;0.14;0;0.05;0.37
5086;PS2;2006;Fighting;Atari;0.09;0.07;0.19;0.02;0.37
5087;PSP;2007;Racing;THQ;0.06;0.2;0;0.11;0.37
5088;PC;2016;Shooter;Ubisoft;0.2;0.14;0;0.03;0.37
5089;SAT;1995;Shooter;Sega;0;0;0.37;0;0.37
5090;PSP;2009;Sports;Takara Tomy;0.09;0;0.04;0.01;0.14
5091;PS3;2009;Action;Konami Digital Entertainment;0.13;0.17;0;0.07;0.37
5092;PS2;2003;Shooter;Vivendi Games;0.17;0.13;0;0.04;0.35
5093;PS;1997;Shooter;Square Enix;0.1;0.07;0.13;0.02;0.31
5094;DS;2011;Adventure;Scholastic Inc.;0.21;0;0;0.05;0.23
5095;X360;2009;Misc;Electronic Arts;0.12;0.21;0;0.04;0.37
5096;PS2;2008;Sports;Electronic Arts;0.16;0;0;0.21;0.37
5097;GC;2005;Action;Activision;0.29;0.07;0;0.01;0.37
5098;GBA;2003;Adventure;Square Enix;0;0;0.36;0.01;0.37
5099;X360;2007;Role-Playing;Microsoft Game Studios;0.18;0.12;0.04;0.04;0.37
5100;XB;2002;Sports;Microsoft Game Studios;0.28;0.08;0;0.01;0.37
5101;Wii;2009;Sports;Take-Two Interactive;0.33;0.01;0;0.03;0.36
5102;PSP;2008;Action;Spike;0.06;0;0.2;0.01;0.27
5103;PSP;2008;Platform;Sony Computer Entertainment;0.21;0.09;0.01;0.05;0.36
5104;DS;2008;Simulation;Ubisoft;0.34;0.01;0;0.03;0.37
5105;Wii;2009;Action;Eidos Interactive;0.17;0.17;0;0.04;0.37
5106;PSP;2010;Action;Ubisoft;0.09;0.18;0.01;0.1;0.37
5107;PC;2008;Strategy;Sega;0;0.33;0;0.03;0.37
5108;X360;2010;Action;Ubisoft;0.24;0.09;0.01;0.03;0.36
5109;PSV;2012;Action;Warner Bros. Interactive Entertainment;0.17;0.13;0;0.06;0.37
5110;N64;2000;Action;THQ;0.3;0.06;0;0;0.37
5111;PS2;2003;Sports;Natsume;0.18;0.14;0;0.05;0.37
5112;PS2;2004;Sports;Activision;0.18;0.14;0;0.05;0.37
5113;Wii;2009;Misc;Ubisoft;0.33;0;0;0.03;0.36
5114;PS2;2006;Action;Midway Games;0.18;0.14;0;0.05;0.37
5115;PS2;2002;Sports;3DO;0.18;0.14;0;0.05;0.37
5116;PSP;2010;Sports;Electronic Arts;0.35;0;0;0.03;0.37
5117;SNES;1994;Sports;Human Entertainment;0;0;0.37;0;0.37
5118;DC;1998;Fighting;Sega;0;0;0.37;0.05;0.37
5119;Wii;2011;Sports;Electronic Arts;0.21;0.13;0;0.03;0.37
5120;PC;2011;Shooter;Bethesda Softworks;0.14;0.18;0;0.06;0.37
5121;PS2;2007;Action;Activision;0.31;0.01;0;0.05;0.37
5122;PS2;2001;Role-Playing;Sony Computer Entertainment;0.14;0.11;0.08;0.04;0.36
5123;3DS;2014;Misc;Square Enix;0.13;0.08;0.15;0.02;0.37
5124;PS2;2005;Action;THQ;0.18;0.14;0;0.05;0.36
5125;Wii;2009;Sports;Destineer;0.35;0;0;0.02;0.37
5126;N64;2000;Role-Playing;ChunSoft;0;0;0.32;0.05;0.37
5127;N64;1999;Shooter;Acclaim Entertainment;0.3;0.06;0;0;0.37
5128;N64;2000;Action;THQ;0.29;0.06;0;0;0.36
5129;2600;1981;Action;Imagic;0.35;0.02;0;0;0.37
5130;GC;2004;Role-Playing;Nintendo;0.29;0.07;0;0.01;0.37
5131;PSP;2012;Action;Electronic Arts;0.05;0.19;0.02;0.1;0.37
5132;PS3;2009;Strategy;Electronic Arts;0.14;0.17;0;0.06;0.37
5133;PSP;2007;Action;Electronic Arts;0.1;0.17;0;0.1;0.37
5134;XB;2003;Sports;Sega;0.27;0.08;0;0.01;0.36
5135;GC;2002;Action;Nintendo;0.28;0.07;0;0.01;0.37
5136;DS;2007;Puzzle;Namco Bandai Games;0;0;0.37;0.05;0.37
5137;GBA;2003;Sports;Knowledge Adventure;0.26;0.1;0;0.01;0.37
5138;PS3;2009;Platform;Capcom;0.12;0.17;0.01;0.07;0.37
5139;DS;2008;Racing;Warner Bros. Interactive Entertainment;0.29;0.05;0;0.03;0.36
5140;PSP;2006;Role-Playing;Square Enix;0.17;0.01;0.16;0.02;0.36
5141;PS4;2015;Action;Bethesda Softworks;0.11;0.18;0.02;0.06;0.37
5142;PSP;2006;Role-Playing;Activision;0.33;0;0;0.03;0.37
5143;PSP;2005;Sports;Electronic Arts;0.34;0;0;0.03;0.37
5144;SNES;1994;Strategy;Banpresto;0;0;0.37;0;0.37
5145;PS2;2006;Sports;Electronic Arts;0.17;0.13;0.02;0.04;0.37
5146;N64;1999;Sports;Konami Digital Entertainment;0.37;0;0;0;0.37
5147;PC;N/A;Action;Square Enix;0.06;0.25;0;0.05;0.36
5148;DS;2005;Simulation;Nintendo;0.3;0.01;0.02;0.03;0.37
5149;SNES;1994;Role-Playing;Atlus;0;0;0.37;0;0.37
5150;PS2;2006;Role-Playing;Namco Bandai Games;0.09;0.07;0.18;0.02;0.37
5151;Wii;2008;Simulation;Game Factory;0.34;0;0;0.03;0.37
